track_album_id,track_id,track_album_name,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_available_markets,track_explicit,track_type,artist_main,artist_number_featured,track_popularity,track_album_release_date,track_album_release_date_precision,track_duration_ms,track_album_total_tracks,award_status
6QaVfG1pHYl1z15ZxkvVDW,4fUKE8EULjQdHF4zb0M8FO,Sgt. Pepper's Lonely Hearts Club Band (Remastered),Sgt. Pepper's Lonely Hearts Club Band - Remastered 2009,0.451,0.673,7,-9.115,1,0.0734,0.0857,0.00225,0.797,0.583,95.513,4,184,False,track,The Beatles,0,56,1967-06-01,day,122893,13,winner
6QaVfG1pHYl1z15ZxkvVDW,2RnPATK99oGOZygnD2GTO6,Sgt. Pepper's Lonely Hearts Club Band (Remastered),With A Little Help From My Friends - Remastered 2009,0.705,0.515,4,-9.343,1,0.0337,0.365,0.0,0.389,0.803,112.035,4,184,False,track,The Beatles,0,62,1967-06-01,day,164106,13,winner
6QaVfG1pHYl1z15ZxkvVDW,25yQPHgC35WNnnOUqFhgVR,Sgt. Pepper's Lonely Hearts Club Band (Remastered),Lucy In The Sky With Diamonds - Remastered 2009,0.311,0.325,2,-9.042,1,0.0283,0.0469,0.0,0.139,0.668,65.09,1,184,False,track,The Beatles,0,63,1967-06-01,day,208466,13,winner
6QaVfG1pHYl1z15ZxkvVDW,3LtOmWpTXLhilL5odoKysR,Sgt. Pepper's Lonely Hearts Club Band (Remastered),Getting Better - Remastered 2009,0.632,0.471,0,-7.887,1,0.0348,0.313,5.08e-06,0.0712,0.764,121.672,4,184,False,track,The Beatles,0,51,1967-06-01,day,168120,13,winner
6QaVfG1pHYl1z15ZxkvVDW,3pKKxkeB1pOUMHwWBmKc3Y,Sgt. Pepper's Lonely Hearts Club Band (Remastered),Fixing A Hole - Remastered 2009,0.469,0.507,0,-8.917,0,0.0451,0.382,0.0,0.0783,0.619,112.984,4,184,False,track,The Beatles,0,50,1967-06-01,day,156826,13,winner
6QaVfG1pHYl1z15ZxkvVDW,3PjMtNzwhDHqxoKudm6GvF,Sgt. Pepper's Lonely Hearts Club Band (Remastered),She's Leaving Home - Remastered 2009,0.381,0.214,4,-11.629,1,0.0337,0.944,0.0,0.106,0.393,127.581,3,184,False,track,The Beatles,0,54,1967-06-01,day,215160,13,winner
6QaVfG1pHYl1z15ZxkvVDW,6W35n1UlkvqhfMZstB4BXs,Sgt. Pepper's Lonely Hearts Club Band (Remastered),Being For The Benefit Of Mr. Kite! - Remastered 2009,0.526,0.413,0,-9.865,1,0.0446,0.338,0.0,0.0992,0.71,111.874,4,184,False,track,The Beatles,0,50,1967-06-01,day,157533,13,winner
6QaVfG1pHYl1z15ZxkvVDW,3Umg8CDhO8dOSj7yBTInYb,Sgt. Pepper's Lonely Hearts Club Band (Remastered),Within You Without You - Remastered 2009,0.352,0.479,6,-9.965,1,0.0338,0.339,0.000353,0.486,0.354,126.166,4,184,False,track,The Beatles,0,48,1967-06-01,day,304666,13,winner
6QaVfG1pHYl1z15ZxkvVDW,1NrbnHlR2BFREcyWXHIHip,Sgt. Pepper's Lonely Hearts Club Band (Remastered),When I'm Sixty Four - Remastered 2009,0.704,0.241,1,-13.258,1,0.0476,0.625,2.8e-05,0.0868,0.661,140.411,4,184,False,track,The Beatles,0,60,1967-06-01,day,157666,13,winner
6QaVfG1pHYl1z15ZxkvVDW,6h9W5FxX4E9lUFsyq8j1AD,Sgt. Pepper's Lonely Hearts Club Band (Remastered),Lovely Rita - Remastered 2009,0.61,0.471,8,-9.151,0,0.0261,0.0634,0.0,0.118,0.63,87.379,4,184,False,track,The Beatles,0,49,1967-06-01,day,162093,13,winner
6QaVfG1pHYl1z15ZxkvVDW,0xIuNHHcKI1JDuBPlSwzb1,Sgt. Pepper's Lonely Hearts Club Band (Remastered),Good Morning Good Morning - Remastered 2009,0.542,0.618,2,-8.876,1,0.139,0.0858,0.0,0.772,0.93,121.849,3,184,False,track,The Beatles,0,46,1967-06-01,day,161226,13,winner
6QaVfG1pHYl1z15ZxkvVDW,42ocGQCOT0xYtV3f5kJDsD,Sgt. Pepper's Lonely Hearts Club Band (Remastered),Sgt. Pepper's Lonely Hearts Club Band - Reprise / Remastered 2009,0.653,0.889,0,-8.006,1,0.0453,0.0061,0.589,0.892,0.879,118.773,4,184,False,track,The Beatles,0,48,1967-06-01,day,79066,13,winner
6QaVfG1pHYl1z15ZxkvVDW,0hKRSZhUGEhKU6aNSPBACZ,Sgt. Pepper's Lonely Hearts Club Band (Remastered),A Day In The Life - Remastered 2009,0.364,0.457,4,-14.162,0,0.0675,0.29,0.000106,0.922,0.175,163.219,4,184,False,track,The Beatles,0,60,1967-06-01,day,337413,13,winner
1VsmbYW4XCdWje8ii0Yuta,1DmXlUDukVwooz4javkVux,Insight Out,Wasn't It Bit Like Now - Remastered Version,0.583,0.667,10,-10.891,1,0.0691,0.546,3.39e-05,0.135,0.77,128.708,4,184,False,track,The Association,0,10,1967,year,213346,11,nominee
1VsmbYW4XCdWje8ii0Yuta,2QG5y0PAVYMQX5vXmUT7XP,Insight Out,On a Quiet Night - Remastered Version,0.366,0.293,4,-14.463,1,0.0274,0.375,0.0,0.0614,0.267,94.4,4,184,False,track,The Association,0,14,1967,year,201213,11,nominee
1VsmbYW4XCdWje8ii0Yuta,7ym0M3Z8npJogfNmHUYjdC,Insight Out,We Love Us - Remastered Version,0.519,0.37,2,-15.049,1,0.0315,0.573,0.0669,0.208,0.757,114.281,4,184,False,track,The Association,0,19,1967,year,145133,11,nominee
1VsmbYW4XCdWje8ii0Yuta,6UZXJP1JGg31w4RonsEOLj,Insight Out,When Love Comes to Me - Remastered Version,0.504,0.461,7,-13.129,1,0.0279,0.248,3.22e-06,0.599,0.705,144.88,4,184,False,track,The Association,0,10,1967,year,165826,11,nominee
1VsmbYW4XCdWje8ii0Yuta,1lHiKWnlJtjzA4vHnjAr39,Insight Out,Windy - Remastered Version,0.676,0.681,5,-9.223,1,0.0292,0.363,0.191,0.0967,0.901,132.953,4,184,False,track,The Association,0,45,1967,year,176600,11,nominee
1VsmbYW4XCdWje8ii0Yuta,6LaoWmu4LQN2yDr5k1Tw7W,Insight Out,Reputation - Remastered Version,0.563,0.779,2,-9.048,0,0.0493,0.575,0.0115,0.105,0.768,80.803,4,184,False,track,The Association,0,7,1967,year,158546,11,nominee
